filename,volume #,,first page,last page,page range,creator,title,rights,webstatement,subject,keywords,createdate,publisher,date.copyright,identifier.issn,identifier.uri,identifier,relation.isFormatOf,relation.isPartOf,source,description
MSR_VIII-1_2004-Beaumont_pp201-225.pdf,8.1,,201,225,201-225,Daniel Beaumont,"Political Violence and Ideology in Mamluk Society (MSR VIII.1, 2004)",©2004 by Daniel Beaumont. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, politics",mamluk; Egypt; Syria; sultanate; Middle East; history; politics,2012:02:09 10:20:24-06:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 201-225) in Mamlūk Studies Review, Vol. VIII, no. 1, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M1668B8H,doi:10.6082/M1668B8H,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-1_2004-Chevedden_pp228-277_26MB.pdf,8.1,,228,277,228-277,Paul E. Chevedden,"Black Camels and Blazing Bolts: The Bolt-Projecting Trebuchet in the Mamluk Army (MSR VIII.1, 2004)",©2004 by Paul E. Chevedden. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, military, weapons",mamluk; Egypt; Syria; sultanate; Middle East; history; military; weapons,2012:02:09 10:19:58-06:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 228-277) in Mamlūk Studies Review, Vol. VIII, no. 1, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M1668B8H,doi:10.6082/M1668B8H,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-1_2004-Behrens-Abouseif_pp279-297.pdf,8.1,,279,297,279-297,Doris Behrens-Abouseif,"The Fire of 884/1479 at the Umayyad Mosque in Damascus and an Account of Its Restoration (MSR VIII.1, 2004)",©2004 by Doris Behrens-Abouseif. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, architecture, Damascus",mamluk; Egypt; Syria; sultanate; Middle East; history; architecture; Damascus,2012:02:09 10:20:38-06:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 279-297) in Mamlūk Studies Review, Vol. VIII, no. 1, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M1668B8H,doi:10.6082/M1668B8H,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-1_2004-BookReviews_pp299-334.pdf,8.1,,299,334,299-334,"Frédéric Bauden, Dina Ghaly, Robert Dankoff, Jo Van Steenbergen, Michael B. Schur, Irina Lyuter, Everett K. Rowson, Anne F. Broadbridge","Book Reviews (MSR VIII.1, 2004)",©2004 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:09 10:20:14-06:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 299-334) in Mamlūk Studies Review, Vol. VIII, no. 1, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M1668B8H,doi:10.6082/M1668B8H,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_VIII-2_2004_26MB.pdf,8.2,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,"Mamlūk Studies Review Vol. VIII, No. 2 (2004)",©2004 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,http://hdl.handle.net/11417/457,doi:10.6082/M12F7KHB,"Digital version of Mamlūk Studies Review, Vol. VIII, no. 2, published in 2004. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Rapoport.pdf,8.2,,1,22,1-22,Yossef Rapoport,"Invisible Peasants, Marauding Nomads: Taxation, Tribalism and Rebellion in Mamluk Egypt (MSR VIII.2, 2004)",©2004 by Yossef Rapoport. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics","mamluk, Egypt, Syria, Middle, East, history, economics",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 1-22) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Hattox.pdf,8.2,,23,35,23-35,Ralph S. Hattox,"Sharp Practice in Levantine Trade in the Late Middle Ages: The Brizi-Corner Affair of 1376-77 (MSR VIII.2, 2004)",©2004 by Ralph S. Hattox. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics, trade","mamluk, Egypt, Syria, Middle, East, history, economics, trade",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 23-35) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Arbel.pdf,8.2,,37,86,37-86,Benjamin Arbel,"The Last Decades of Venice's Trade with the Mamluks: Importations into Egypt and Syria (MSR VIII.2, 2004)",©2004 by Benjamin Arbel. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics, Venice, trade","mamluk, Egypt, Syria, Middle, East, history, economics, Venice, trade",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 37-86) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Tsugitaka.pdf,8.2,,87,107,87-107,Sato Tsugitaka,"Sugar in the Economic Life of Mamluk Egypt (MSR VIII.2, 2004)",©2004 by Sato Tsugitaka. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics, agriculture","mamluk, Egypt, Syria, Middle, East, history, economics, agriculture",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 87-107) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Burke.pdf,8.2,,109,118,109-118,Katherine Strange Burke,"A Note on Archaeological Evidence for Sugar Production in the Middle Islamic Periods in Bilad al-Sham (MSR VIII.2, 2004)",©2004 by Katherine Strange Burke. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, archaeology, economics, agriculture","mamluk, Egypt, Syria, Middle, East, history, archaeology, economics, agriculture",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 109-118) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Walker_12MB.pdf,8.2,,119,147,119-147,Bethany J. Walker,"Mamluk Investment in Transjordan: a ""Boom and Bust"" Economy (MSR VIII.2, 2004)",©2004 by Bethany J. Walker. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history: economics","mamluk, Egypt, Syria, Middle, East, history:, economics",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 119-147) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Lev.pdf,8.2,,149,161,149-161,Yaacov Lev,"The Regime and the Urban Wheat Market: The Famine of 662/1263-64 in Cairo (MSR VIII.2, 2004)",©2004 by Yaacov Lev. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, agriculture, economics, famine, Cairo","mamluk, Egypt, Syria, Middle, East, history, agriculture, economics, famine, Cairo",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 149-161) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Christie_11MB.pdf,8.2,,163,190,163-190,Niall Christie,"Reconstructing Life in Medieval Alexandria from an Eighth/Fourteenth Century Waqf Document (MSR VIII.2, 2004)",©2004 by Niall Christie. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, waqf, economics, Alexandria","mamluk, Egypt, Syria, Middle, East, history, waqf, economics, Alexandria",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 163-190) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Borsch.pdf,8.2,,191,201,191-201,Stuart J. Borsch,"Thirty Years after Lopez, Miskimin, and Udovitch (MSR VIII.2, 2004)",©2004 by Stuart J. Borsch. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics","mamluk, Egypt, Syria, Middle, East, history, economics",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 191-201) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-Sabra.pdf,8.2,,203,210,203-210,Adam Sabra,"The Rise of a New Class? Land Tenure in Fifteenth-Century Egypt (MSR VIII.2, 2004)",©2004 by Adam Sabra. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics","mamluk, Egypt, Syria, Middle, East, history, economics",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 203-210) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-2_2004-BookReviews.pdf,8.2,,211,233,211-233,"Josef Meri, Konrad Hirschler, Arnoud Vroluk, Bethany J. Walker, Warren C. SChultz, Carl F. Petry, Michael Winter, William Tucker","Book Reviews (MSR VIII.2, 2004)",©2004 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2004:06:01 16:38:16-05:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 211-233) in Mamlūk Studies Review, Vol. VIII, no. 2, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M12F7KHB,doi:10.6082/M12F7KHB,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
